essay_id,prompt_id,organization_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14
4627,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4628,2,2.0,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
4629,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4630,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4631,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4632,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4633,2,2.0,medium,low,low,medium,low,low,low,low,low,low,medium,medium,medium,low
4634,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4635,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4636,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4637,2,2.0,medium,low,low,medium,low,low,low,low,low,medium,medium,medium,medium,low
4638,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4639,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4640,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4641,2,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4642,2,4.0,medium,low,low,low,medium,low,low,low,low,medium,medium,medium,low,medium
4643,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
4644,2,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4645,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4646,2,1.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
4647,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4648,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
4649,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4650,2,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4651,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4652,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4653,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4654,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4655,2,3.0,medium,low,medium,medium,low,low,medium,medium,medium,medium,medium,low,medium,medium
4656,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4657,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4658,2,2.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
4659,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4660,2,3.0,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low,low
4661,2,5.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4662,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4663,2,4.0,medium,low,medium,medium,medium,low,medium,low,medium,medium,medium,medium,medium,medium
4664,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,low,medium,medium
4665,2,1.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4666,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4667,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4668,2,2.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,medium,medium,low
4669,2,4.0,low,low,low,medium,medium,low,low,low,low,medium,low,medium,medium,medium
4670,2,2.0,low,low,low,medium,low,low,low,low,low,low,medium,medium,medium,low
4671,2,5.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4672,2,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4673,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4674,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4675,2,1.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4676,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4677,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4678,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4679,2,3.0,medium,low,low,medium,low,medium,medium,low,low,medium,medium,medium,medium,low
4680,2,4.0,medium,low,low,medium,medium,low,low,low,low,low,medium,low,medium,low
4681,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4682,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4683,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4684,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4685,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4686,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4687,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4688,2,2.0,medium,low,low,medium,medium,low,low,medium,low,medium,medium,medium,medium,medium
4689,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4690,2,2.0,medium,low,low,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium
4691,2,2.0,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4692,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4693,2,2.0,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4694,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4695,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4696,2,3.0,low,low,low,low,low,low,low,low,low,medium,low,medium,medium,medium
4697,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4698,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4699,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4700,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4701,2,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4702,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4703,2,3.0,medium,low,low,medium,medium,medium,medium,medium,low,medium,medium,low,low,low
4704,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4705,2,4.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4706,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4707,2,2.0,medium,low,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,low,medium
4708,2,3.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,low
4709,2,2.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium
4710,2,1.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4711,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4712,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4713,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4714,2,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4715,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4716,2,1.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
4717,2,2.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4718,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4719,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4720,2,2.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4721,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4722,2,1.0,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
4723,2,4.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4724,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4725,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4726,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4727,2,2.0,medium,low,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4728,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4729,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4730,2,2.0,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4731,2,1.0,low,low,low,medium,low,low,medium,low,low,medium,low,medium,medium,low
4732,2,3.0,low,low,low,medium,low,low,low,medium,low,medium,low,low,medium,medium
4733,2,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4734,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4735,2,1.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4736,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4737,2,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4738,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4739,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4740,2,5.0,low,low,low,medium,medium,medium,low,low,low,medium,low,low,medium,medium
4741,2,1.0,low,low,low,medium,medium,low,low,low,low,medium,low,medium,medium,medium
4742,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4743,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4744,2,1.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
4745,2,4.0,low,low,low,low,medium,low,low,low,low,medium,low,low,low,medium
4746,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4747,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4748,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4749,2,3.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,low
4750,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,medium
4751,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4752,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4753,2,3.0,medium,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low
4754,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4755,2,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4756,2,4.0,medium,low,low,medium,low,low,medium,low,low,low,medium,medium,low,low
4757,2,4.0,low,low,low,medium,medium,low,low,low,low,medium,low,low,medium,medium
4758,2,5.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4759,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4760,2,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4761,2,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,low
4762,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4763,2,2.0,medium,low,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4764,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4765,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4766,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4767,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4768,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4769,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4770,2,5.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4771,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4772,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4773,2,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4774,2,3.0,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
4775,2,1.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4776,2,4.0,low,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4777,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
17834,7,2.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,medium,medium
17836,7,2.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
17837,7,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
17838,7,2.0,low,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
17839,7,2.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
17840,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
17841,7,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
17842,7,2.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
17843,7,1.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
17844,7,1.0,low,low,low,medium,low,low,medium,low,low,medium,medium,low,medium,medium
17845,7,2.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium,medium,medium
17846,7,2.0,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium
