essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
3890,2,5,medium,medium,medium,medium,medium,low,medium,medium,medium,low
3891,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3892,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3893,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3894,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3895,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3896,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3897,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3898,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3899,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3900,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3901,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3902,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3903,2,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3904,2,5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3905,2,4,low,low,low,low,low,low,low,low,medium,low
3906,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3907,2,5,low,low,medium,medium,medium,low,low,medium,medium,low
3908,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3909,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3910,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3911,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3912,2,4,low,low,low,medium,low,low,low,low,medium,low
3913,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3914,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3915,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3916,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3917,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,low
3918,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3919,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3920,2,5,low,medium,medium,medium,medium,low,medium,medium,medium,low
3921,2,5,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3922,2,3,low,low,medium,medium,medium,medium,medium,medium,medium,medium
3923,2,3,low,low,medium,medium,low,low,low,low,medium,low
3924,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3925,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3926,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,low
3927,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3928,2,4,low,medium,medium,medium,medium,low,low,medium,medium,medium
3929,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3930,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3931,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3932,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3933,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3934,2,3,low,low,low,low,low,low,low,low,low,low
3935,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3936,2,2,low,medium,medium,medium,medium,low,medium,low,medium,low
3937,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3938,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3939,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3940,2,3,low,medium,low,medium,medium,low,low,low,medium,medium
3941,2,3,low,low,low,low,low,low,low,low,medium,low
3942,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3943,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3944,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3945,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3946,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3947,2,2,low,low,low,low,low,low,low,low,low,low
3948,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3949,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3950,2,3,low,low,medium,medium,low,low,low,low,medium,low
3951,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3952,2,2,low,low,low,low,low,low,low,low,low,low
3953,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3954,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3955,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3956,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3957,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3958,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3959,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
3960,2,4,low,low,medium,medium,medium,medium,medium,medium,medium,medium
3961,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3962,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3963,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3964,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3965,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3966,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3967,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3968,2,3,low,medium,medium,medium,medium,low,low,low,medium,low
3969,2,2,low,medium,medium,medium,low,medium,medium,medium,medium,medium
3970,2,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3971,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3972,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3973,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3974,2,1,low,low,low,low,low,low,low,low,low,low
3975,2,4,low,low,medium,medium,low,low,low,low,medium,low
3976,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3977,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3978,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3979,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3980,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3981,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3982,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3983,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3984,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3985,2,2,low,low,low,low,low,low,low,low,low,low
3986,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3987,2,3,low,low,low,medium,low,low,low,low,medium,low
3988,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3989,2,3,low,medium,medium,medium,medium,low,low,low,medium,low
3990,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3991,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3992,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,medium
3993,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3994,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3995,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3996,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3997,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3998,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3999,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4000,2,2,low,medium,medium,medium,medium,low,low,medium,medium,medium
4001,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4002,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4003,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4004,2,3,low,low,low,low,low,low,low,low,medium,low
4005,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4006,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4007,2,2,low,low,low,low,low,low,low,low,low,low
4008,2,1,low,low,low,low,low,low,low,low,low,low
4009,2,1,low,low,low,low,low,low,low,low,low,low
4010,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4011,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4012,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4013,2,4,low,low,medium,medium,medium,low,low,medium,medium,low
4014,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4015,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4016,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4017,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4018,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4019,2,3,low,low,medium,medium,medium,low,low,medium,medium,low
4020,2,3,low,low,medium,medium,medium,low,medium,low,medium,medium
4021,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4022,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4023,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4024,2,1,low,low,low,low,low,low,low,low,low,low
4025,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4026,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4027,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4028,2,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
4029,2,3,low,low,low,low,low,low,low,low,medium,low
4030,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4031,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,low
4032,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4033,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4034,2,3,low,low,medium,medium,medium,low,low,medium,medium,low
4035,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4036,2,3,low,low,low,medium,medium,low,medium,low,medium,low
4037,2,3,low,low,medium,low,low,low,low,low,medium,low
4038,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4039,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4040,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4041,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
4042,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4043,2,4,low,medium,medium,medium,medium,low,low,medium,medium,medium
4044,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4045,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,low
4046,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4047,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4048,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4049,2,5,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4050,2,3,low,medium,medium,medium,low,low,low,medium,medium,low
4051,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4052,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4053,2,3,low,low,medium,low,low,low,low,low,medium,low
4054,2,3,low,low,low,low,low,low,low,low,medium,low
4055,2,4,low,low,medium,medium,medium,medium,low,medium,medium,medium
4056,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4057,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4058,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4059,2,4,low,low,low,medium,medium,low,medium,low,medium,medium
4060,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4061,2,4,medium,low,medium,medium,medium,low,medium,medium,medium,medium
4062,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4063,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4064,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4065,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4066,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4067,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4068,2,3,low,low,low,medium,medium,low,low,low,medium,low
4069,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4070,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4071,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4072,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4073,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4074,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4075,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4076,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4077,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4078,2,5,low,medium,medium,medium,medium,low,low,medium,medium,low
4079,2,3,low,medium,medium,medium,medium,low,medium,low,medium,low
4080,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4081,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4082,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4083,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4084,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4085,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
4086,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4087,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4088,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4089,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4090,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4091,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4092,2,4,low,low,low,medium,low,low,low,low,low,low
4093,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4094,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4095,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4096,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4097,2,1,low,low,low,low,low,low,low,low,medium,low
4098,2,2,low,low,low,medium,medium,low,low,low,medium,low
4099,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4100,2,2,low,medium,medium,medium,low,low,low,low,medium,low
4101,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4102,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4103,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4104,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4105,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4106,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4107,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
