essay_id,Grammar_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
E1CAFEEB258E,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E1D1EFCFD8CD,3.0,low,low,low,low,low,low,low,low,low,low
E1DB041DD77B,2.0,low,low,low,low,low,low,low,low,low,medium
E1E09D32484D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E1EC4869981F,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E20DE200FEA8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E21038BEF290,4.0,low,low,low,low,low,low,low,low,low,low
E218D28DBF0E,2.0,low,low,low,low,low,low,low,low,low,low
E21BAA47A9F4,3.5,low,medium,low,low,medium,low,low,low,medium,medium
E21C97204867,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E21D14227555,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,high
E22AC96B8B1D,3.0,low,medium,low,low,low,medium,low,low,low,medium
E22F1FD54169,3.0,low,low,low,low,low,low,low,low,low,low
E231B7832E0C,3.0,low,low,low,low,low,low,low,low,low,medium
E23EF596D2B8,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E2456BDC6648,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E24A6E61B08D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E24ADB91F6D3,3.0,low,low,low,low,low,low,low,low,low,low
E25FE9E05F36,3.5,medium,high,medium,medium,medium,medium,medium,medium,high,medium
E263EB3FBC22,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
E2687856AA7D,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E28221F47AE3,3.0,medium,low,low,low,medium,medium,low,low,medium,medium
E282639E23F5,3.0,low,low,low,low,low,low,low,low,low,low
E2A60C034849,3.0,low,low,low,low,low,low,low,low,low,medium
E2B6281D99BD,2.0,low,medium,low,low,medium,medium,low,low,low,medium
E2C3F26AB94D,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
E2D7273C427B,2.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
E2E3D86A8CF8,1.5,low,low,low,low,low,low,low,low,low,low
E2E6984894BC,2.5,low,low,low,low,low,low,low,low,low,low
E2E99090C7D5,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E2F31005AF32,2.5,low,low,low,low,low,low,low,low,low,medium
E2F71EA3C3FE,3.0,low,low,low,low,low,low,low,low,low,low
E2F767441B44,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E2FC55BF5005,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E2FC7B4466C5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E3096B04916A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E3097287CBD1,2.0,low,low,low,low,low,low,low,low,low,low
E312449DF480,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
E31B2A06C28C,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E33FFA17ED69,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
E34E1B7D1691,4.5,medium,high,medium,high,medium,medium,medium,medium,high,high
E353A05E7C8C,3.0,low,medium,low,low,medium,medium,low,low,medium,medium
E3611716918E,2.0,low,low,low,low,low,low,low,low,low,low
E362F08345FE,3.0,low,low,low,low,low,low,low,low,low,medium
E36B406AFE70,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E376D913FA25,3.0,low,low,low,low,low,low,low,low,low,low
E382BBC2D88E,3.0,low,low,low,low,low,low,low,low,low,low
E3CCA8712549,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E3D9EE7C68F1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E3DBC3B092A7,2.5,low,low,low,low,low,low,low,low,low,low
E3DF63035440,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E3E6D43F34B2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E4051C85D12E,3.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
E4124757C2B0,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E4298EE64777,3.5,low,low,low,low,low,low,low,low,low,medium
E429DAB69106,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E433745B3F87,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E43EB471951D,2.0,low,low,low,low,low,low,low,low,low,low
E446D60AD551,2.5,low,low,low,low,low,low,low,low,low,low
E4596B010B9B,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E45C9BFE63FA,2.0,low,low,low,low,low,low,low,low,low,low
E4643D2ADD0A,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
E47A7E497F78,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E481AA5C2F0B,2.0,low,low,low,low,medium,low,low,low,low,medium
E48441F53011,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E4905D0DD050,2.0,medium,medium,medium,low,medium,medium,low,low,medium,medium
E4BBB2E44D64,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
E4C49D70C330,3.0,medium,high,medium,high,medium,medium,medium,medium,high,high
E4DCBE75344D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E4F813D54870,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E4FF635779B8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E501D2D7FC83,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E508BAFC3BF9,3.5,low,low,low,low,medium,low,low,low,medium,medium
E51754AD1D38,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E52ADC86DFFC,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E52BA6E4D7EE,2.5,low,low,low,low,medium,low,low,low,medium,medium
E52BD4FC3FF0,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E52C094A1DAA,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E545B850725F,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E54E238C6DDB,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E55289EA6492,2.0,low,low,low,low,low,low,low,low,low,low
E5621447B675,2.5,low,low,low,low,low,low,low,low,low,medium
E566F0D20F98,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E56AA3BD89AD,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
E56D4253DFE7,2.0,low,low,low,low,low,low,low,low,low,low
E56D7CC27444,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E57E60E07425,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
E587CBD5D1E4,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E597A35FA323,2.5,low,low,low,low,low,low,low,low,low,low
E5B3346016BA,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E5C9AD14EB2D,2.0,low,low,low,low,low,low,low,low,low,low
E5F1CCC31762,3.0,low,low,low,low,low,low,low,low,low,low
E6122E9ABFA3,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E6338A929654,3.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
E6346D434004,3.5,high,high,high,high,high,high,high,high,high,high
E64FBE962223,2.0,low,low,low,low,low,low,low,low,low,low
E65D5A2616D2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E660157F81B4,2.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
E69D5E1FEAB4,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E69E62149A87,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
E6A0D625F9C3,2.5,medium,medium,low,low,medium,medium,low,low,low,medium
E6CF2D3B4FA2,4.0,low,low,low,low,low,low,low,low,low,medium
E6EF69520940,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E70DD00622DB,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E71DABB44645,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E71EFBE547CF,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
E7328989C861,2.5,low,low,low,low,low,low,low,low,low,low
E733508EEB84,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
E738D8E24101,2.0,low,low,low,low,low,low,low,low,medium,low
E73CF852AC12,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E7510A2A4F0A,2.5,low,low,low,low,low,low,low,low,low,low
E7585113D7EC,3.0,low,low,low,low,low,low,low,low,medium,low
E76B3F5205CD,1.5,low,low,low,low,low,low,low,low,low,low
E770240CAEE1,2.0,medium,low,low,low,medium,medium,medium,low,medium,medium
E78C1D3328E3,2.0,low,low,low,low,low,low,low,low,low,low
E792CBEB06C5,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E7A370A15B49,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
E7A76C48340D,2.0,low,low,low,low,low,low,low,low,low,low
E7A9FD471BE3,3.5,low,low,low,low,low,low,low,low,low,medium
E7C8F254C841,1.5,low,low,low,low,low,low,low,low,low,low
E7DB2DC8B151,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E7E6102C559E,2.5,low,low,low,low,low,low,low,low,low,medium
E7EBDBDD703F,4.0,medium,low,low,low,medium,low,low,low,low,medium
E7EFD51B632F,4.0,high,high,high,high,high,high,high,high,high,high
E7F9A77683D2,3.5,medium,medium,low,low,medium,medium,medium,low,low,medium
E80B0AD2A9D7,2.0,low,low,low,low,low,low,low,low,low,low
E80C88E9837C,2.5,low,low,low,low,medium,low,medium,low,medium,medium
E812CBED82E3,2.0,low,low,low,low,low,low,low,low,low,low
E81B50098AAC,2.5,low,low,low,low,low,low,low,low,medium,medium
E8257C027079,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E83134C87EFA,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E83BE2C46D0D,2.0,low,low,low,low,low,low,low,low,low,low
E8445DB18983,2.0,low,low,low,low,low,low,low,low,low,low
E847B658E4DA,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E8485EFFC9A2,4.0,low,medium,low,low,medium,low,low,medium,medium,medium
E853D5DD528D,2.0,low,low,low,low,low,low,low,low,low,medium
E877D5AD16DA,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
E8795A1AA404,3.0,low,low,low,low,medium,low,low,low,low,medium
E883A8265183,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
E88DDF2C81EB,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
E897534557AF,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E89C57CE37A6,2.5,low,low,low,low,low,low,low,low,low,low
E8AB23A796F1,2.0,medium,medium,low,low,medium,medium,low,low,medium,medium
E8B0698217A3,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
E8B836196ADB,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
E8BF036DCFA5,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E8BFE6D45E41,2.5,low,low,low,low,low,low,low,low,low,medium
E8C3FA5907B0,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E8C554B25F19,2.0,low,low,low,low,low,low,low,low,low,low
E8DAB90C65F7,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E8E07D453C9B,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E8E60E149B48,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E8EE54F7A2AD,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E8F6D6EA06F1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E8F77B7EB4D9,3.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
E91431653DE3,2.5,low,low,low,low,low,low,low,low,low,low
E91D1A0039C3,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E91F2E8986B2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E926BE6F104E,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E952F0EB5083,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E966121134B7,2.5,low,low,low,low,low,low,low,low,low,low
E969EF7D2D8A,2.0,medium,medium,low,medium,medium,medium,low,low,medium,medium
E96C0F9CE5E3,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E96C123FAC95,3.5,medium,medium,low,low,medium,medium,low,low,low,medium
E9705A9C0FE5,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E974548BFD00,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E98862049B2E,4.0,low,medium,low,low,low,low,low,low,medium,medium
E98FABC326F7,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E9947D032E7B,2.5,low,low,low,low,low,low,low,low,low,low
E9BFBEA772EF,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
E9CE2D1B2D50,3.5,medium,medium,low,low,medium,medium,medium,low,low,medium
E9CE67114F63,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
E9E68651B168,4.0,low,low,low,low,low,low,low,low,low,medium
E9F50492B159,2.5,low,low,low,low,low,low,low,low,low,medium
E9FC757ED1E3,2.5,low,low,low,low,low,low,low,low,low,medium
EA03135D3C88,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
EA04020F5ECD,2.0,low,low,low,low,low,low,low,low,low,low
EA105A8B8699,3.5,low,low,low,low,low,low,low,low,low,medium
EA1B7D05FE81,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EA37D9C12C91,2.5,low,medium,low,low,medium,medium,low,low,medium,medium
EA40087521CC,2.5,medium,high,low,high,medium,medium,medium,high,high,high
EA42A6028804,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EA4AED3BFE34,2.0,low,low,low,low,low,low,low,low,medium,medium
EA5B3C8E09D1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EA857E7CEFD9,4.0,low,low,low,low,low,low,low,low,low,low
EA8BE9778AA9,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
EA970C38817C,3.5,medium,high,low,high,medium,medium,medium,medium,high,medium
EAB299C6ECED,2.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
EAB3924FD98F,2.5,medium,medium,low,low,medium,low,low,low,medium,medium
EAB74EEE65B3,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EACD6F08F69C,5.0,medium,high,medium,medium,medium,medium,medium,medium,high,medium
EAD2625A1711,3.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
EAE70CCAFC13,2.5,low,low,low,low,medium,low,low,low,low,low
EAE71A9E0247,3.0,low,low,low,low,low,low,low,low,low,low
EAEE04B1F712,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EB03C897F7E8,2.5,low,low,low,low,low,low,low,low,low,low
EB0F373C1D2A,4.5,high,high,medium,high,high,high,high,high,high,high
EB1500B8EA75,2.0,low,medium,low,low,medium,medium,low,low,medium,medium
EB3D751AD980,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
EB403A2AA1DB,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
EB5924FBD25C,3.5,low,low,low,low,low,low,low,low,low,low
EB67209E0468,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
EB8030177678,3.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
EBA7A8A0384C,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
EBCC0B6D36D0,2.0,low,low,low,low,low,low,low,low,low,low
EBD07D2D103C,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EBD559A9576C,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EBD586EB3AA8,3.0,low,low,low,low,low,low,low,low,low,medium
EBE0730AFF0E,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EBE636368EBC,2.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
EBEFF43F46EE,3.5,medium,high,medium,high,medium,high,medium,medium,high,high
EBF9131A638F,3.0,low,medium,low,low,medium,low,low,low,medium,medium
EC047D97041F,2.5,low,low,low,low,low,low,low,low,low,low
EC07B11B2CF3,2.0,medium,low,low,low,low,low,low,low,medium,medium
EC0B04508F7C,3.0,low,low,low,low,medium,low,low,low,low,medium
EC2758A5B74E,5.0,high,high,high,high,high,high,high,high,high,high
EC35456D4E07,4.0,low,low,low,low,low,low,low,low,low,medium
EC3B982A622A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EC3F3F26E635,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EC5138D8C9D6,2.5,low,low,low,low,low,low,low,low,low,low
EC64EE12DBB4,3.0,low,medium,low,low,medium,medium,low,low,medium,medium
EC773C38B72C,2.5,low,low,low,low,low,low,low,low,low,low
EC7A73638669,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EC82975E75DA,2.5,low,low,low,low,low,low,low,low,low,low
EC8590A774E6,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ECA6E86705B6,2.5,low,low,low,low,low,low,low,low,medium,medium
ECB127F00953,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ECC9E84CD3D1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ECCAD55DE7BA,3.0,medium,medium,low,low,low,medium,low,medium,low,medium
ECE377D2E967,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
ECEE1FB05BDE,3.0,low,low,low,low,low,low,low,low,medium,medium
ECF0CBAE7E06,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
ECF265A73C7E,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ED06CD30103F,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
ED0A8E614649,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ED185DEBD213,2.5,low,low,low,low,low,low,low,low,low,low
ED35A1FF5ACC,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
ED40DCB2F669,3.5,low,low,low,low,low,low,low,low,low,medium
ED4CAEB0D7A3,2.5,low,low,low,low,low,low,low,low,low,low
ED57CFEC1CF1,2.0,low,low,low,low,low,low,low,low,low,low
ED6070D470FF,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ED74D2C2403B,2.0,low,low,low,low,low,low,low,low,low,low
ED81EC443A69,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ED8E7F6A56DD,4.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
ED937FC56246,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
ED9C6EDC5601,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EDA0DCA3FC41,5.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
EDA3FF6D2DCA,2.5,low,low,low,low,low,low,low,low,low,low
EDD899D4131D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
EDDAE2D4080B,2.0,low,low,low,low,low,low,low,low,low,low
EDE0A58B0B47,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
EDFFA0E4D88C,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
