essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
3944,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
3945,2,4,low,low,low,low,low,low,low,low,low
3946,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
3947,2,2,low,low,low,low,low,low,low,low,low
3948,2,4,medium,low,medium,low,medium,medium,low,medium,low
3949,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3950,2,2,low,low,low,low,low,low,low,low,low
3951,2,6,high,high,high,high,high,high,high,high,high
3952,2,1,low,low,low,low,low,low,low,low,low
3953,2,3,low,low,low,low,medium,low,low,low,low
3954,2,4,medium,low,low,low,medium,low,low,medium,low
3955,2,4,medium,low,low,low,medium,medium,medium,medium,low
3956,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
3957,2,3,low,low,low,low,low,low,low,low,low
3958,2,3,low,low,low,low,low,low,low,low,low
3959,2,3,low,low,low,low,low,low,low,low,low
3960,2,3,medium,low,low,low,medium,low,low,medium,low
3961,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
3962,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
3963,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
3964,2,2,low,low,low,low,low,low,low,low,low
3965,2,3,medium,medium,medium,low,medium,medium,high,medium,medium
3966,2,2,low,low,low,low,low,low,low,low,low
3967,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
3968,2,2,low,low,low,low,low,low,low,low,low
3969,2,2,medium,low,low,low,low,low,low,medium,low
3970,2,4,low,low,medium,low,medium,medium,low,medium,low
3971,2,4,medium,medium,medium,medium,medium,medium,high,medium,medium
3972,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium
3973,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
3974,2,1,low,low,low,low,low,low,low,low,low
3975,2,4,low,low,low,low,low,low,low,low,low
3976,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
3977,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
3978,2,3,medium,low,medium,medium,medium,medium,low,medium,medium
3979,2,3,medium,low,low,low,medium,medium,low,medium,medium
3980,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
3981,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
3982,2,3,medium,low,low,low,medium,medium,low,medium,low
3983,2,4,medium,medium,medium,low,medium,medium,high,medium,medium
3984,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
3985,2,2,low,low,low,low,low,low,low,low,low
3986,2,4,medium,low,low,low,medium,medium,low,medium,low
3987,2,3,low,low,low,low,low,low,low,low,low
3988,2,4,medium,low,medium,low,medium,medium,medium,medium,low
3989,2,4,low,low,low,low,low,low,low,low,low
3990,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3991,2,3,low,low,low,low,low,low,low,low,low
3992,2,3,medium,low,low,low,medium,medium,low,medium,low
3993,2,2,low,low,low,low,low,medium,low,medium,low
3994,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
3995,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
3996,2,3,low,low,low,low,low,low,low,low,low
3997,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3998,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
3999,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4000,2,1,low,low,low,low,low,low,low,low,low
4001,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4002,2,2,low,low,low,low,medium,medium,low,medium,low
4003,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4004,2,2,low,low,low,low,low,low,low,low,low
4005,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4006,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4007,2,2,low,low,low,low,low,low,low,low,low
4008,2,1,low,low,low,low,low,low,low,low,low
4009,2,1,low,low,low,low,low,low,low,low,low
4010,2,5,low,low,low,low,low,low,low,low,low
4011,2,3,medium,low,low,low,medium,low,low,medium,medium
4012,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4013,2,3,medium,low,low,low,medium,low,low,medium,medium
4014,2,4,medium,low,low,low,medium,low,low,medium,low
4015,2,3,medium,low,low,low,medium,medium,medium,medium,low
4016,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4017,2,3,low,low,low,low,low,low,low,low,low
4018,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4019,2,3,low,low,low,low,low,low,low,low,low
4020,2,3,low,low,low,low,low,low,low,low,low
4021,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4022,2,5,medium,low,medium,low,medium,medium,medium,medium,medium
4023,2,4,low,low,low,low,low,low,low,low,low
4024,2,1,low,low,low,low,low,low,low,low,low
4025,2,3,medium,low,medium,low,medium,low,low,medium,medium
4026,2,6,high,medium,medium,medium,high,medium,high,high,high
4027,2,2,low,low,low,low,medium,medium,low,medium,low
4028,2,3,medium,low,medium,medium,medium,medium,medium,medium,medium
4029,2,2,low,low,low,low,low,low,low,low,low
4030,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4031,2,2,low,low,low,low,low,low,low,medium,low
4032,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4033,2,5,medium,medium,medium,low,high,medium,high,medium,medium
4034,2,3,low,low,low,low,low,low,low,low,low
4035,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4036,2,3,low,low,low,low,low,low,low,low,low
4037,2,3,low,low,low,low,low,low,low,low,low
4038,2,3,low,low,low,low,low,low,low,low,low
4039,2,3,low,low,low,low,low,low,low,low,low
4040,2,3,low,low,low,low,low,low,low,low,low
4041,2,3,low,low,low,low,low,low,low,low,low
4042,2,3,low,low,low,low,medium,low,low,low,low
4043,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4044,2,5,medium,medium,medium,medium,high,medium,high,medium,medium
4045,2,4,medium,low,medium,low,medium,medium,low,medium,medium
4046,2,5,low,low,low,low,low,low,low,low,low
4047,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4048,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4049,2,5,medium,medium,medium,low,medium,medium,medium,medium,low
4050,2,3,low,low,low,low,low,low,low,low,low
4051,2,2,low,low,low,low,medium,low,low,low,low
4052,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4053,2,2,low,low,low,low,low,low,low,low,low
4054,2,2,low,low,low,low,low,low,low,low,low
4055,2,4,medium,low,medium,low,medium,low,low,medium,low
4056,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium
4057,2,2,low,low,low,low,low,medium,low,medium,low
4058,2,3,medium,low,low,low,medium,low,low,medium,low
4059,2,4,medium,low,low,low,medium,low,low,medium,low
4060,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4061,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4062,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4063,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4064,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4065,2,2,low,low,low,low,low,low,low,low,low
4066,2,2,low,low,low,low,low,low,low,low,low
4067,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4068,2,3,low,low,low,low,low,low,low,low,low
4069,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4070,2,3,medium,low,low,low,medium,medium,low,medium,low
4071,2,3,low,low,low,low,medium,medium,low,medium,low
4072,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4073,2,5,medium,medium,medium,low,medium,medium,high,medium,medium
4074,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4075,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4076,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4077,2,2,medium,low,medium,low,medium,medium,medium,medium,medium
4078,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4079,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4080,2,4,medium,medium,medium,medium,medium,medium,high,medium,medium
4081,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4082,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4083,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4084,2,3,medium,low,medium,low,medium,low,medium,medium,medium
4085,2,2,low,low,low,low,low,low,low,low,low
4086,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4087,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4088,2,5,medium,medium,medium,medium,medium,medium,high,medium,medium
4089,2,4,low,low,low,low,low,low,low,low,low
4090,2,3,medium,low,medium,low,medium,medium,low,medium,medium
4091,2,3,low,low,low,low,medium,low,low,medium,low
4092,2,3,low,low,low,low,low,low,low,low,low
4093,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4094,2,4,medium,low,medium,low,medium,low,low,medium,medium
4095,2,4,medium,low,low,low,medium,low,low,medium,low
4096,2,2,low,low,low,low,low,low,low,low,low
4097,2,2,low,low,low,low,low,low,low,low,low
4098,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4099,2,3,medium,medium,medium,medium,high,medium,medium,medium,medium
4100,2,2,low,low,low,low,low,low,low,low,low
4101,2,4,medium,medium,medium,medium,medium,medium,high,medium,medium
4102,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4103,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4104,2,2,low,low,low,low,low,low,low,low,low
4105,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4106,2,3,low,low,low,low,medium,low,low,low,low
4107,2,2,low,low,low,low,low,low,low,low,low
4108,2,6,high,high,high,high,high,high,high,high,high
4109,2,3,medium,low,low,low,medium,low,low,low,low
4110,2,3,low,low,low,low,low,low,low,low,low
4111,2,3,medium,medium,medium,medium,high,medium,high,medium,medium
4112,2,1,low,low,low,low,low,low,low,low,low
4113,2,2,low,low,low,low,low,low,low,low,low
4114,2,3,medium,low,low,low,medium,medium,medium,medium,low
4115,2,1,low,low,low,low,low,low,low,low,low
4116,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4117,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4118,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4119,2,2,low,low,low,low,medium,low,low,low,low
4120,2,3,low,low,low,low,medium,low,low,low,low
4121,2,3,low,low,low,low,medium,low,low,medium,low
4122,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4123,2,3,medium,medium,medium,low,medium,medium,high,medium,medium
4124,2,1,low,low,low,low,low,low,low,low,low
4125,2,5,medium,medium,medium,medium,high,medium,medium,medium,medium
4126,2,5,medium,medium,high,medium,high,medium,high,medium,high
4127,2,5,medium,low,low,low,medium,low,low,medium,medium
4128,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4129,2,4,low,low,low,low,low,low,low,low,low
4130,2,3,low,low,low,low,low,low,low,low,low
4131,2,2,low,low,low,low,low,low,low,low,low
4132,2,2,low,low,low,low,low,low,low,low,low
4133,2,4,medium,medium,medium,low,medium,medium,high,medium,medium
4134,2,2,medium,medium,medium,medium,medium,medium,high,medium,medium
4135,2,1,low,low,low,low,low,low,low,low,low
4136,2,3,low,low,low,low,low,low,low,low,low
4137,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4138,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4139,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4140,2,1,low,low,low,low,low,low,low,low,low
4141,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4142,2,3,medium,low,medium,low,medium,medium,medium,medium,low
4143,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4144,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4145,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4146,2,2,low,low,low,low,low,low,low,low,low
4147,2,3,medium,low,medium,low,medium,medium,low,medium,low
4148,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4149,2,2,low,low,low,low,medium,medium,low,medium,low
4150,2,2,medium,low,low,low,medium,medium,medium,medium,medium
4151,2,2,low,low,low,low,low,low,low,low,low
4152,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4153,2,4,medium,low,low,low,medium,medium,low,medium,low
4154,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4155,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4156,2,3,medium,medium,medium,low,medium,medium,low,medium,medium
4157,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4158,2,5,medium,low,medium,low,medium,medium,low,medium,low
4159,2,4,medium,medium,medium,medium,high,medium,high,high,medium
4160,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4161,2,3,medium,low,medium,low,medium,medium,low,medium,low
4162,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4163,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4164,2,2,low,low,low,low,low,low,low,low,low
4165,2,5,low,low,low,low,low,low,low,low,low
4166,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4167,2,2,low,low,low,low,low,low,low,low,low
4168,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4169,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4170,2,2,low,low,low,low,low,low,low,low,low
4171,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4172,2,4,medium,medium,medium,medium,high,medium,medium,high,medium
4173,2,3,low,low,low,low,medium,medium,low,medium,low
4174,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4175,2,3,low,low,low,low,low,low,low,low,low
4176,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4177,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4178,2,3,medium,low,low,low,medium,medium,low,medium,low
4179,2,4,low,low,low,low,medium,low,low,medium,low
4180,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4181,2,3,low,low,low,low,low,low,low,low,low
4182,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4183,2,5,low,low,low,low,low,low,low,medium,low
4184,2,4,low,low,low,low,medium,medium,low,medium,low
4185,2,5,medium,medium,medium,medium,high,medium,high,medium,high
4186,2,4,low,low,low,low,medium,low,low,low,low
4187,2,2,low,low,low,low,low,low,low,low,low
4188,2,2,low,low,low,low,low,low,low,low,low
4189,2,2,low,low,low,low,low,low,low,low,low
4190,2,3,low,low,low,low,low,low,low,low,low
4191,2,2,medium,low,low,low,medium,low,low,medium,low
4192,2,2,low,low,low,low,low,low,low,low,low
4193,2,3,medium,medium,medium,low,medium,medium,low,medium,medium
4194,2,5,high,medium,medium,low,high,medium,high,medium,medium
4195,2,5,medium,low,low,low,medium,low,medium,medium,low
4196,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium
4197,2,2,low,low,low,low,low,low,low,low,low
4198,2,3,low,low,low,low,low,low,low,low,low
4199,2,4,medium,medium,medium,low,medium,medium,high,medium,medium
4200,2,1,low,low,low,low,low,low,low,low,low
4201,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4202,2,5,high,medium,high,medium,high,medium,high,high,high
4203,2,3,low,low,low,low,low,low,low,low,low
4204,2,2,low,low,low,low,low,low,low,low,low
4205,2,2,low,low,low,low,low,low,low,low,low
4206,2,1,low,low,low,low,low,low,low,low,low
4207,2,3,low,low,low,low,low,low,low,low,low
4208,2,4,medium,low,low,low,medium,low,high,medium,medium
4209,2,5,high,high,high,high,high,medium,high,high,high
4210,2,2,low,low,low,low,low,low,low,low,low
4211,2,3,low,low,low,low,low,low,low,low,low
4212,2,4,low,low,low,low,medium,low,low,low,low
4213,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4214,2,3,low,low,low,low,low,low,low,low,low
4215,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4216,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4217,2,5,high,low,high,high,high,low,high,high,high
4218,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4219,2,4,low,low,low,low,low,low,low,low,low
4220,2,3,medium,low,low,low,medium,medium,low,medium,low
4221,2,2,medium,low,low,low,medium,medium,low,medium,low
4222,2,4,low,low,low,low,low,low,low,low,low
4223,2,1,low,low,low,low,low,low,low,low,low
4224,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4225,2,2,medium,low,low,low,low,low,low,medium,low
4226,2,4,medium,low,low,low,low,low,low,medium,medium
4227,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4228,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4229,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4230,2,5,medium,low,medium,low,medium,medium,medium,medium,medium
4231,2,1,low,low,low,low,low,low,low,low,low
4232,2,3,medium,low,low,low,medium,medium,low,medium,medium
4233,2,2,medium,low,low,low,medium,medium,low,medium,low
4234,2,2,low,low,low,low,medium,low,low,medium,low
4235,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4236,2,1,medium,low,low,low,medium,medium,medium,medium,low
4237,2,2,low,low,low,low,low,low,low,low,low
4238,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4239,2,2,low,low,low,low,low,low,low,low,low
4240,2,2,low,low,low,low,low,low,low,low,low
4241,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4242,2,3,low,low,low,low,low,medium,low,low,low
4243,2,3,medium,low,low,low,medium,medium,low,medium,low
4244,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
